Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
茂る,しげる,shigeru,JLPT N2,Verb,Godan (Group 1),茂ります,茂らない,茂った,茂って,茂れる,茂りたい,茂れ,茂ろう,茂れば,茂られる,茂らせる,tumbuh lebat; berdaun lebat
司会する,しかいする,shikaisuru,JLPT N2,Verb,Suru (Group 3),司会します,司会しない,司会した,司会して,司会できる,司会したい,司会しろ,司会しよう,司会すれば,司会される,司会させる,memimpin rapat; memimpin rapat
敷く,しく,shiku,JLPT N2,Verb,Godan (Group 1),敷きます,敷かない,敷いた,敷いて,敷ける,敷きたい,敷け,敷こう,敷けば,敷かれる,敷かせる,untuk membentangkan; untuk meletakkan
締め切る,しめきる,shimekiru,JLPT N2,Verb,Godan (Group 1),締め切ります,締め切らない,締め切った,締め切って,締め切れる,締め切りたい,締め切れ,締め切ろう,締め切れば,締め切られる,締め切らせる,"untuk menutup; untuk diam (misalnya, di balik pintu)"
湿る,しめる,shimeru,JLPT N2,Verb,Godan (Group 1),湿ります,湿らない,湿った,湿って,湿れる,湿りたい,湿れ,湿ろう,湿れば,湿られる,湿らせる,menjadi basah; menjadi lembap
診断する,しんだんする,shindansuru,JLPT N2,Verb,Suru (Group 3),診断します,診断しない,診断した,診断して,診断できる,診断したい,診断しろ,診断しよう,診断すれば,診断される,診断させる,diagnosis; pemeriksaan medis
侵入する,しんにゅうする,shinnyuusuru,JLPT N2,Verb,Suru (Group 3),侵入します,侵入しない,侵入した,侵入して,侵入できる,侵入したい,侵入しろ,侵入しよう,侵入すれば,侵入される,侵入させる,invasi; serangan mendadak
執筆する,しっぴつする,shippitsusuru,JLPT N2,Verb,Suru (Group 3),執筆します,執筆しない,執筆した,執筆して,執筆できる,執筆したい,執筆しろ,執筆しよう,執筆すれば,執筆される,執筆させる,menulis (misalnya sebagai profesi)
私立する,しりつする,shiritsusuru,JLPT N2,Verb,Suru (Group 3),私立します,私立しない,私立した,私立して,私立できる,私立したい,私立しろ,私立しよう,私立すれば,私立される,私立させる,(lembaga) swasta
四捨五入する,ししゃごにゅうする,shishagonyuusuru,JLPT N2,Verb,Suru (Group 3),四捨五入します,四捨五入しない,四捨五入した,四捨五入して,四捨五入できる,四捨五入したい,四捨五入しろ,四捨五入しよう,四捨五入すれば,四捨五入される,四捨五入させる,pembulatan (pecahan); pembulatan setengah ke atas
失恋する,しつれんする,shitsurensuru,JLPT N2,Verb,Suru (Group 3),失恋します,失恋しない,失恋した,失恋して,失恋できる,失恋したい,失恋しろ,失恋しよう,失恋すれば,失恋される,失恋させる,Cinta yang mengecewakan; patah hati
静まる,しずまる,shizumaru,JLPT N2,Verb,Godan (Group 1),静まります,静まらない,静まった,静まって,静まれる,静まりたい,静まれ,静まろう,静まれば,静まられる,静まらせる,untuk mereda; untuk menenangkan
小便する,しょうべんする,shoubensuru,JLPT N2,Verb,Suru (Group 3),小便します,小便しない,小便した,小便して,小便できる,小便したい,小便しろ,小便しよう,小便すれば,小便される,小便させる,air kencing; kencing
勝負する,しょうぶする,shoubusuru,JLPT N2,Verb,Suru (Group 3),勝負します,勝負しない,勝負した,勝負して,勝負できる,勝負したい,勝負しろ,勝負しよう,勝負すれば,勝負される,勝負させる,kemenangan atau kekalahan; pertandingan
消毒する,しょうどくする,shoudokusuru,JLPT N2,Verb,Suru (Group 3),消毒します,消毒しない,消毒した,消毒して,消毒できる,消毒したい,消毒しろ,消毒しよう,消毒すれば,消毒される,消毒させる,disinfeksi; sterilisasi
消化する,しょうかする,shoukasuru,JLPT N2,Verb,Suru (Group 3),消化します,消化しない,消化した,消化して,消化できる,消化したい,消化しろ,消化しよう,消化すれば,消化される,消化させる,pencernaan
省略する,しょうりゃくする,shouryakusuru,JLPT N2,Verb,Suru (Group 3),省略します,省略しない,省略した,省略して,省略できる,省略したい,省略しろ,省略しよう,省略すれば,省略される,省略させる,penghilangan; singkatan
出張する,しゅっちょうする,shucchousuru,JLPT N2,Verb,Suru (Group 3),出張します,出張しない,出張した,出張して,出張できる,出張したい,出張しろ,出張しよう,出張すれば,出張される,出張させる,kunjungan resmi; perjalanan bisnis
出勤する,しゅっきんする,shukkinsuru,JLPT N2,Verb,Suru (Group 3),出勤します,出勤しない,出勤した,出勤して,出勤できる,出勤したい,出勤しろ,出勤しよう,出勤すれば,出勤される,出勤させる,kehadiran (di tempat kerja); berada di tempat kerja
縮小する,しゅくしょうする,shukushousuru,JLPT N2,Verb,Suru (Group 3),縮小します,縮小しない,縮小した,縮小して,縮小できる,縮小したい,縮小しろ,縮小しよう,縮小すれば,縮小される,縮小させる,"pengurangan; pembatasan  しゅくしょう: ichi1, news1, nf06. kata sandi: ichi1, berita1, nf06."
集合する,しゅうごうする,shuugousuru,JLPT N2,Verb,Suru (Group 3),集合します,集合しない,集合した,集合して,集合できる,集合したい,集合しろ,集合しよう,集合すれば,集合される,集合させる,perkumpulan; pertemuan
集会する,しゅうかいする,shuukaisuru,JLPT N2,Verb,Suru (Group 3),集会します,集会しない,集会した,集会して,集会できる,集会したい,集会しろ,集会しよう,集会すれば,集会される,集会させる,pertemuan; perkumpulan
集金する,しゅうきんする,shuukinsuru,JLPT N2,Verb,Suru (Group 3),集金します,集金しない,集金した,集金して,集金できる,集金したい,集金しろ,集金しよう,集金すれば,集金される,集金させる,"pengumpulan uang  しゅうきん: news1, nf17. 集金: berita1, nf17."
終了する,しゅうりょうする,shuuryousuru,JLPT N2,Verb,Suru (Group 3),終了します,終了しない,終了した,終了して,終了できる,終了したい,終了しろ,終了しよう,終了すれば,終了される,終了させる,akhir; tutup
修繕する,しゅうぜんする,shuuzensuru,JLPT N2,Verb,Suru (Group 3),修繕します,修繕しない,修繕した,修繕して,修繕できる,修繕したい,修繕しろ,修繕しよう,修繕すれば,修繕される,修繕させる,perbaikan; menambal
測量する,そくりょうする,sokuryousuru,JLPT N2,Verb,Suru (Group 3),測量します,測量しない,測量した,測量して,測量できる,測量したい,測量しろ,測量しよう,測量すれば,測量される,測量させる,pengukuran; survei
速達する,そくたつする,sokutatsusuru,JLPT N2,Verb,Suru (Group 3),速達します,速達しない,速達した,速達して,速達できる,速達したい,速達しろ,速達しよう,速達すれば,速達される,速達させる,ekspres; pengiriman khusus
測定する,そくていする,sokuteisuru,JLPT N2,Verb,Suru (Group 3),測定します,測定しない,測定した,測定して,測定できる,測定したい,測定しろ,測定しよう,測定すれば,測定される,測定させる,pengukuran
逸れる,それる,soreru,JLPT N2,Verb,Ichidan (Group 2),逸れます,逸れない,逸れた,逸れて,逸れられる,逸れたい,逸れろ,逸れよう,逸れれば,逸れられる,逸れさせる,Berpaling; berbelok
揃える,そろえる,soroeru,JLPT N2,Verb,Ichidan (Group 2),揃えます,揃えない,揃えた,揃えて,揃えられる,揃えたい,揃えろ,揃えよう,揃えれば,揃えられる,揃えさせる,mengumpulkan; menghimpun
揃う,そろう,sorou,JLPT N2,Verb,Godan (Group 1),揃います,揃わない,揃った,揃って,揃える,揃いたい,揃え,揃おう,揃えば,揃われる,揃わせる,menjadi lengkap; hadir sepenuhnya
剃る,そる,soru,JLPT N2,Verb,Godan (Group 1),剃ります,剃らない,剃った,剃って,剃れる,剃りたい,剃れ,剃ろう,剃れば,剃られる,剃らせる,untuk bercukur
そっとする,そっとする,sottosuru,JLPT N2,Verb,Suru (Group 3),そっとします,そっとしない,そっとした,そっとして,そっとできる,そっとしたい,そっとしろ,そっとしよう,そっとすれば,そっとされる,そっとさせる,dengan lembut; perlahan
送別する,そうべつする,soubetsusuru,JLPT N2,Verb,Suru (Group 3),送別します,送別しない,送別した,送別して,送別できる,送別したい,送別しろ,送別しよう,送別すれば,送別される,送別させる,perpisahan; pengantaran
相違する,そういする,souisuru,JLPT N2,Verb,Suru (Group 3),相違します,相違しない,相違した,相違して,相違できる,相違したい,相違しろ,相違しよう,相違すれば,相違される,相違させる,perbedaan; ketidaksesuaian
創作する,そうさくする,sousakusuru,JLPT N2,Verb,Suru (Group 3),創作します,創作しない,創作した,創作して,創作できる,創作したい,創作しろ,創作しよう,創作すれば,創作される,創作させる,produksi; kreasi sastra
炊事する,すいじする,suijisuru,JLPT N2,Verb,Suru (Group 3),炊事します,炊事しない,炊事した,炊事して,炊事できる,炊事したい,炊事しろ,炊事しよう,炊事すれば,炊事される,炊事させる,memasak; seni kuliner
スケジュールする,スケジュールする,sukeju-rusuru,JLPT N2,Verb,Suru (Group 3),スケジュールします,スケジュールしない,スケジュールした,スケジュールして,スケジュールできる,スケジュールしたい,スケジュールしろ,スケジュールしよう,スケジュールすれば,スケジュールされる,スケジュールさせる,jadwal
透き通る,すきとおる,sukitooru,JLPT N2,Verb,Godan (Group 1),透き通ります,透き通らない,透き通った,透き通って,透き通れる,透き通りたい,透き通れ,透き通ろう,透き通れば,透き通られる,透き通らせる,menjadi transparan; menjadi tembus pandang.
すっきりする,すっきりする,sukkirisuru,JLPT N2,Verb,Suru (Group 3),すっきりします,すっきりしない,すっきりした,すっきりして,すっきりできる,すっきりしたい,すっきりしろ,すっきりしよう,すっきりすれば,すっきりされる,すっきりさせる,merasa segar; merasa baik-baik saja
住まいする,すまいする,sumaisuru,JLPT N2,Verb,Suru (Group 3),住まいします,住まいしない,住まいした,住まいして,住まいできる,住まいしたい,住まいしろ,住まいしよう,住まいすれば,住まいされる,住まいさせる,tempat tinggal; rumah
澄む,すむ,sumu,JLPT N2,Verb,Godan (Group 1),澄みます,澄まない,澄んだ,澄んで,澄める,澄みたい,澄め,澄もう,澄めば,澄まれる,澄ませる,untuk menjadi cerah (misalnya cuaca); menjadi transparan
すれ違う,すれちがう,surechigau,JLPT N2,Verb,Godan (Group 1),すれ違います,すれ違わない,すれ違った,すれ違って,すれ違える,すれ違いたい,すれ違え,すれ違おう,すれ違えば,すれ違われる,すれ違わせる,untuk saling berpapasan
刷る,する,suru,JLPT N2,Verb,Godan (Group 1),刷ります,刷らない,刷った,刷って,刷れる,刷りたい,刷れ,刷ろう,刷れば,刷られる,刷らせる,untuk mencetak
スタートする,スタートする,suta-tosuru,JLPT N2,Verb,Suru (Group 3),スタートします,スタートしない,スタートした,スタートして,スタートできる,スタートしたい,スタートしろ,スタートしよう,スタートすれば,スタートされる,スタートさせる,mulai
ストップする,ストップする,sutoppusuru,JLPT N2,Verb,Suru (Group 3),ストップします,ストップしない,ストップした,ストップして,ストップできる,ストップしたい,ストップしろ,ストップしよう,ストップすれば,ストップされる,ストップさせる,berhenti
涼む,すずむ,suzumu,JLPT N2,Verb,Godan (Group 1),涼みます,涼まない,涼んだ,涼んで,涼める,涼みたい,涼め,涼もう,涼めば,涼まれる,涼ませる,untuk mendinginkan diri; untuk mendinginkan badan
立ち止まる,たちどまる,tachidomaru,JLPT N2,Verb,Godan (Group 1),立ち止まります,立ち止まらない,立ち止まった,立ち止まって,立ち止まれる,立ち止まりたい,立ち止まれ,立ち止まろう,立ち止まれば,立ち止まられる,立ち止まらせる,berhenti; terhenti
耐える,たえる,taeru,JLPT N2,Verb,Ichidan (Group 2),耐えます,耐えない,耐えた,耐えて,耐えられる,耐えたい,耐えろ,耐えよう,耐えれば,耐えられる,耐えさせる,menanggung; berdiri
耕す,たがやす,tagayasu,JLPT N2,Verb,Godan (Group 1),耕します,耕さない,耕した,耕して,耕せる,耕したい,耕せ,耕そう,耕せば,耕される,耕させる,untuk mengolah; untuk membajak
対立する,たいりつする,tairitsusuru,JLPT N2,Verb,Suru (Group 3),対立します,対立しない,対立した,対立して,対立できる,対立したい,対立しろ,対立しよう,対立すれば,対立される,対立させる,konfrontasi; oposisi
対照する,たいしょうする,taishousuru,JLPT N2,Verb,Suru (Group 3),対照します,対照しない,対照した,対照して,対照できる,対照したい,対照しろ,対照しよう,対照すれば,対照される,対照させる,kontras; antitesis
体操する,たいそうする,taisousuru,JLPT N2,Verb,Suru (Group 3),体操します,体操しない,体操した,体操して,体操できる,体操したい,体操しろ,体操しよう,体操すれば,体操される,体操させる,senam; latihan fisik
